Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Historical_Risk_Incidents,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Key_Stakeholder_Availability,Tech_Environment_Stability,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Documentation_Quality,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Total_Tasks,Completion_Percentage,Completed_Tasks,Overdue_Tasks,Delay_Percentage,Average_Delay_Days,Employee_Workload,Estimated_Effort_Hours,Actual_Effort_Hours,Risk_Level
PROJ_3117,Construction,28,2208464.35,28,7.62,15,Hybrid,Senior,4,3,2.91,Initiation,Stable,0.2,0,High,0.0,0.63,0.11,4.09,0.74,High,5,0.56,0.0,Certified PM,Managed,Moderate,Unknown,High,Moderate,Strategic,Formal,Formal,Poor,11,1.0,112,81,90,3,22.77,1,Medium,4480,5500,Low
PROJ_3118,R&D,28,2355211.87,28,10.0,16,Agile,Mixed,0,6,2.2,Initiation,Moderate,0.3,2,Low,0.0,1.19,0.95,2.82,0.81,Medium,6,0.8,0.0,Junior PM,Managed,Good,Unknown,High,High,Regular,Formal,Formal,Basic,11,1.0,140,51,71,2,37.12,5,Low,4480,6142,Critical
PROJ_3119,Healthcare,12,861494.62,14,6.03,10,Scrum,Mixed,2,3,2.33,Closure,Volatile,0.17,0,Medium,0.07,1.26,0.88,9.25,0.49,Low,1,0.92,0.0,Senior PM,Managed,Limited,Unknown,Low,Extreme,Strategic,Formal,Formal,Poor,1,1.0,84,99,83,0,21.21,7,High,2240,2715,Medium
PROJ_3120,R&D,16,1475801.32,19,7.3,13,Agile,Junior,1,4,0.27,Initiation,Moderate,0.23,4,Low,0.0,0.71,0.82,8.51,0.75,High,6,0.51,0.0,Senior PM,Ad-hoc,Limited,Unknown,High,High,Regular,Unknown,Advanced,Basic,8,1.0,112,35,39,5,14.14,6,Low,3040,3469,Critical
PROJ_3121,Construction,47,2713372.96,33,7.52,25,Waterfall,Junior,1,2,1.78,Monitoring,Moderate,0.36,3,Medium,0.0,0.83,0.03,9.0,0.87,Medium,6,0.95,0.0,Mid-level PM,Ad-hoc,Limited,Unknown,Medium,Moderate,Strategic,Unknown,Basic,Poor,1,1.0,329,32,105,0,31.89,3,Low,5280,6963,Critical
PROJ_3122,IT,7,985222.94,12,3.97,7,Scrum,Senior,1,0,0.36,Execution,Moderate,0.35,1,Medium,0.0,0.94,0.21,7.61,0.77,Critical,0,0.9,0.99,Certified PM,Defined,Moderate,Legacy/Unstable,Medium,High,Strategic,Basic,Basic,Basic,1,1.0,28,52,14,1,17.71,1,High,1920,2260,High
PROJ_3123,Healthcare,8,418515.94,10,3.0,9,Waterfall,Senior,3,3,0.4,Monitoring,Volatile,0.19,2,Low,0.0,1.19,0.24,6.61,0.39,High,5,0.45,0.0,Senior PM,Managed,Poor,Unknown,Medium,Extreme,Occasional,Advanced,Formal,Good,4,1.0,40,86,34,3,12.74,8,High,1600,1803,High
PROJ_3124,IT,19,1300471.06,22,9.54,14,Scrum,Mixed,2,6,1.34,Initiation,Volatile,0.54,2,Medium,0.08,0.82,0.8,3.17,0.75,High,0,0.76,0.24,Mid-level PM,Ad-hoc,Limited,Legacy/Unstable,High,High,Occasional,Unknown,Basic,Good,3,1.0,114,37,42,7,28.93,3,Medium,3520,4538,Critical
PROJ_3125,R&D,19,1903045.13,22,8.6,18,Scrum,Mixed,0,3,1.72,Initiation,Moderate,0.32,1,Excellent,0.0,0.7,0.19,3.46,0.5,Low,6,0.78,0.0,Junior PM,Optimizing,Limited,Unknown,Low,Extreme,Regular,Advanced,Basic,Poor,9,1.0,76,18,13,5,32.06,8,High,3520,4648,High
PROJ_3126,IT,13,1120767.05,17,7.34,12,Agile,Mixed,1,4,2.54,Closure,Moderate,0.27,0,Poor,0.07,1.27,0.94,7.13,0.65,Low,5,0.66,0.07,Junior PM,Ad-hoc,Limited,Mixed,Medium,High,Strategic,Basic,Unknown,Basic,3,1.1,91,29,26,5,31.67,4,High,2720,3581,Critical
PROJ_3127,Manufacturing,9,1015812.96,15,6.14,7,Kanban,Senior,6,2,4.6,Monitoring,Stable,0.34,1,Medium,0.02,1.07,0.67,5.27,0.53,Critical,0,0.57,0.0,Senior PM,Ad-hoc,Limited,Unknown,Low,Moderate,Regular,Basic,Unknown,Basic,5,1.0,45,65,29,2,39.11,13,High,2400,3338,Medium
PROJ_3128,IT,11,653995.07,18,8.39,11,Agile,Mixed,2,4,0.68,Execution,Volatile,0.49,3,Excellent,0.14,1.25,0.53,6.66,0.92,Critical,0,0.84,0.31,Junior PM,Ad-hoc,Moderate,Modern/Stable,High,High,First-time,Basic,Formal,Excellent,5,1.0,77,92,70,7,31.47,11,Low,2880,3786,Critical
PROJ_3129,Construction,42,2819249.87,31,7.23,20,Waterfall,Junior,1,4,0.98,Initiation,Stable,0.26,2,Low,0.0,0.7,0.29,8.68,0.72,Medium,0,0.68,0.0,Senior PM,Defined,Excellent,Unknown,Medium,Moderate,Strategic,Unknown,Formal,Basic,3,1.0,252,48,120,7,30.8,14,Medium,4960,6487,Medium
PROJ_3130,IT,2,446683.68,6,3.23,3,Scrum,Mixed,1,1,0.53,Monitoring,Moderate,0.29,0,Excellent,0.26,1.29,0.61,3.31,0.87,High,0,0.88,0.96,Junior PM,Managed,Good,Modern/Stable,High,Moderate,First-time,Formal,Basic,Basic,1,1.0,14,60,8,6,34.3,11,Low,960,1289,Medium
PROJ_3131,Construction,48,3025329.32,36,7.97,21,Waterfall,Mixed,1,2,1.0,Execution,Moderate,0.47,0,High,0.0,0.66,0.5,3.31,0.74,Medium,2,0.69,0.0,Mid-level PM,Defined,Good,Unknown,High,Moderate,Strategic,Basic,Basic,Basic,3,1.0,336,21,70,3,0.01,10,High,5760,5760,Medium
PROJ_3132,IT,6,490685.58,5,3.07,10,Agile,Senior,4,3,0.34,Execution,Stable,0.4,1,Poor,0.35,0.87,0.34,5.93,0.74,Low,7,0.6,0.29,Junior PM,Managed,Moderate,Modern/Stable,Low,Moderate,Strategic,Basic,Advanced,Excellent,1,1.1,36,88,31,1,14.5,10,Medium,800,916,Medium
PROJ_3133,Manufacturing,13,1319861.43,20,8.06,10,Kanban,Junior,1,5,2.63,Monitoring,Moderate,0.36,1,Poor,0.01,0.61,0.96,4.61,0.84,Low,6,0.85,0.0,Mid-level PM,Defined,Limited,Unknown,Medium,High,Regular,Unknown,Unknown,Basic,7,1.0,65,64,41,4,29.5,13,High,3200,4144,Critical
PROJ_3134,Construction,23,1641922.59,21,5.12,12,Hybrid,Senior,3,4,2.76,Initiation,Moderate,0.23,0,Poor,0.0,0.85,0.7,8.67,0.89,High,4,0.9,0.0,Senior PM,Defined,Poor,Unknown,High,Stable,Occasional,Advanced,Formal,Poor,5,1.0,92,87,80,0,23.99,6,Low,3360,4166,Medium
PROJ_3135,IT,9,614491.72,13,5.22,5,Agile,Junior,2,3,0.48,Execution,Volatile,0.15,2,Medium,0.0,0.62,0.89,9.44,0.38,Medium,4,0.19,0.41,Junior PM,Defined,Moderate,Modern/Stable,High,Stable,First-time,Basic,Basic,Basic,5,1.0,45,20,9,7,7.1,11,Low,2080,2227,High
PROJ_3136,IT,13,831152.47,17,8.44,9,Agile,Mixed,2,3,2.12,Planning,Stable,0.58,0,Medium,0.19,0.97,0.65,7.52,0.8,Medium,3,0.58,0.28,Mid-level PM,Managed,Poor,Mixed,Low,High,Occasional,Formal,Unknown,Basic,5,1.1,78,35,27,2,12.15,4,High,2720,3050,High
PROJ_3137,Construction,43,2481704.34,32,6.37,21,Waterfall,Mixed,0,3,3.24,Initiation,Moderate,0.36,0,Excellent,0.0,0.9,0.17,1.61,0.45,High,1,0.61,0.0,Mid-level PM,Defined,Good,Unknown,High,Stable,Strategic,Basic,Basic,Good,5,1.0,301,51,153,5,13.47,14,Medium,5120,5809,Medium
PROJ_3138,Healthcare,12,1107111.92,14,4.84,10,Kanban,Junior,2,1,1.25,Planning,Stable,0.32,1,Low,0.0,0.73,0.34,2.12,0.44,Low,7,0.84,0.0,Junior PM,Managed,Moderate,Unknown,Low,Moderate,Strategic,Formal,Unknown,Good,3,1.0,60,36,21,4,22.71,1,Low,2240,2748,Medium
PROJ_3139,IT,2,422773.78,7,3.91,9,Scrum,Mixed,1,0,1.1,Execution,Stable,0.52,0,Medium,0.28,1.11,0.03,3.36,0.69,Low,2,0.73,0.41,Mid-level PM,Managed,Limited,Modern/Stable,Low,Moderate,First-time,Basic,Formal,Poor,2,1.0,8,20,1,1,33.26,5,High,1120,1492,Critical
PROJ_3140,R&D,20,1619024.65,25,9.19,11,Scrum,Expert,4,5,1.36,Initiation,Volatile,0.05,1,Low,0.0,0.81,0.43,5.03,0.93,Critical,6,0.72,0.0,Mid-level PM,Managed,Good,Unknown,Low,High,Occasional,Basic,Basic,Basic,7,1.0,120,47,56,3,37.3,6,High,4000,5492,Medium
PROJ_3141,Manufacturing,5,467912.12,7,3.36,10,Scrum,Senior,3,1,0.77,Execution,Moderate,0.21,0,Medium,0.17,0.89,0.62,9.33,0.96,Critical,5,0.86,0.0,Certified PM,Optimizing,Excellent,Unknown,Medium,Stable,Regular,Basic,Advanced,Basic,1,1.0,25,52,13,7,30.0,13,High,1120,1456,Low
PROJ_3142,IT,8,880833.53,8,4.16,10,Scrum,Senior,2,3,2.99,Monitoring,Moderate,0.26,2,Low,0.23,0.77,0.43,3.56,0.41,Low,6,0.8,0.84,Senior PM,Managed,Poor,Modern/Stable,Low,Moderate,Regular,Basic,Basic,Good,3,1.0,32,28,8,0,33.72,14,Medium,1280,1711,High
PROJ_3143,Construction,29,1689452.01,25,6.31,17,Waterfall,Senior,5,2,1.09,Closure,Volatile,0.24,2,Poor,0.0,0.94,0.66,9.96,0.37,Medium,0,0.58,0.0,Mid-level PM,Defined,Poor,Unknown,High,High,Regular,Formal,Advanced,Basic,5,1.0,174,73,127,7,18.8,10,High,4000,4752,Medium
PROJ_3144,IT,14,786512.94,20,10.0,11,Scrum,Mixed,3,7,0.83,Initiation,Moderate,0.28,2,Low,0.2,0.81,0.8,9.98,0.51,Low,6,0.77,0.01,Certified PM,Managed,Moderate,Legacy/Unstable,Low,High,First-time,Basic,Formal,Good,3,1.0,56,15,8,2,15.59,12,High,3200,3698,High
PROJ_3145,Marketing,8,735439.01,17,7.48,10,Scrum,Mixed,2,2,0.56,Execution,Stable,0.04,3,Medium,0.09,0.67,0.9,5.01,0.87,Critical,0,0.67,0.0,Mid-level PM,Defined,Good,Unknown,High,Extreme,First-time,Basic,Formal,Good,3,1.0,48,55,26,7,15.71,5,Low,2720,3147,Critical
PROJ_3146,Construction,27,1879394.06,26,7.07,14,Hybrid,Senior,2,3,3.53,Initiation,Moderate,0.23,3,Low,0.0,0.71,0.08,3.64,0.55,Low,1,0.91,0.0,Senior PM,Managed,Limited,Unknown,High,High,Occasional,Advanced,Advanced,Good,5,1.0,189,51,96,7,24.64,12,High,4160,5185,Medium
PROJ_3147,IT,8,1061189.3,13,4.3,9,Kanban,Senior,2,1,1.48,Initiation,Stable,0.36,2,Low,0.0,0.6,0.62,4.12,0.57,High,0,0.89,0.08,Senior PM,Managed,Moderate,Modern/Stable,Low,Moderate,Strategic,Formal,Unknown,Basic,4,1.0,40,74,29,7,4.97,13,Medium,2080,2183,Medium
PROJ_3148,IT,10,853930.15,15,4.58,12,Kanban,Mixed,0,4,1.42,Closure,Stable,0.46,0,Poor,0.0,1.22,0.8,4.1,0.69,High,2,0.74,0.5,Junior PM,Optimizing,Moderate,Modern/Stable,Medium,Moderate,Regular,Formal,Basic,Good,4,1.0,40,81,32,5,23.18,2,High,2400,2956,Medium
PROJ_3149,IT,12,922084.56,15,5.45,12,Scrum,Senior,3,3,1.31,Execution,Moderate,0.27,3,High,0.0,0.94,0.09,4.13,0.66,Low,2,0.55,0.26,Senior PM,Ad-hoc,Moderate,Mixed,High,High,Strategic,Unknown,Unknown,Basic,4,1.0,72,68,48,5,26.61,9,Medium,2400,3038,Medium
PROJ_3150,Construction,24,1162526.41,19,5.28,14,Waterfall,Junior,0,4,1.94,Planning,Moderate,0.29,0,Poor,0.0,1.25,0.61,5.73,0.58,High,2,0.82,0.0,Junior PM,Ad-hoc,Limited,Unknown,High,Moderate,First-time,Unknown,Basic,Poor,7,1.0,96,61,58,4,17.56,7,High,3040,3573,Critical
PROJ_3151,IT,17,1268021.44,16,7.62,11,Scrum,Senior,3,2,2.18,Closure,Moderate,0.1,0,Excellent,0.16,1.21,0.34,7.19,0.86,Critical,2,0.9,0.28,Senior PM,Defined,Good,Legacy/Unstable,Medium,High,Regular,Formal,Basic,Good,1,1.1,68,56,38,4,38.13,2,High,2560,3536,High
PROJ_3152,R&D,17,1898691.7,21,8.65,15,Scrum,Junior,1,4,0.37,Planning,Volatile,0.38,2,Excellent,0.03,0.66,0.11,5.8,0.82,High,2,0.68,0.0,Junior PM,Defined,Excellent,Unknown,Low,High,Regular,Basic,Formal,Basic,8,1.0,85,16,13,0,24.33,13,High,3360,4177,High
PROJ_3153,IT,11,893730.29,11,3.32,11,Kanban,Mixed,1,3,4.45,Monitoring,Stable,0.22,1,Poor,0.0,0.93,0.11,9.9,0.83,Medium,0,0.71,0.91,Junior PM,Optimizing,Limited,Mixed,Medium,Moderate,Regular,Advanced,Advanced,Excellent,3,1.0,77,20,15,3,8.8,4,Medium,1760,1914,Low
PROJ_3154,Marketing,14,1181210.03,17,5.74,8,Agile,Mixed,2,4,0.85,Initiation,Stable,0.47,3,Medium,0.0,1.27,0.79,9.05,0.55,Critical,5,0.52,0.0,Junior PM,Optimizing,Good,Unknown,High,Moderate,Regular,Advanced,Advanced,Good,1,1.0,56,70,39,1,19.17,8,Low,2720,3241,Medium
PROJ_3155,Construction,26,1862541.25,18,3.56,15,Waterfall,Mixed,2,2,1.55,Initiation,Volatile,0.12,4,Medium,0.0,1.04,0.81,5.25,0.55,Medium,7,0.91,0.0,Junior PM,Optimizing,Good,Unknown,High,Stable,Strategic,Advanced,Formal,Excellent,2,1.0,156,77,120,6,27.02,10,Medium,2880,3658,Medium
PROJ_3156,IT,15,1209580.67,17,7.79,11,Agile,Mixed,0,4,0.27,Closure,Moderate,0.23,0,Medium,0.13,1.22,0.87,2.87,0.51,Medium,1,0.99,0.63,Junior PM,Managed,Good,Modern/Stable,Medium,Moderate,Regular,Formal,Unknown,Excellent,1,1.0,90,34,30,3,12.95,4,Low,2720,3072,Medium
PROJ_3157,Construction,34,1971889.31,31,7.59,19,Waterfall,Junior,1,4,0.45,Closure,Moderate,0.46,1,Medium,0.0,0.88,0.4,4.45,0.59,Low,2,0.88,0.0,Junior PM,Managed,Limited,Unknown,Medium,Moderate,Regular,Formal,Formal,Basic,4,1.0,238,21,49,3,3.19,14,Medium,4960,5118,Critical
PROJ_3158,IT,5,483433.89,6,2.48,6,Kanban,Mixed,0,0,1.03,Planning,Volatile,0.42,3,Low,0.03,0.73,0.04,6.61,0.76,Critical,2,0.66,0.93,Certified PM,Managed,Moderate,Legacy/Unstable,Medium,Stable,Occasional,Basic,Formal,Good,1,1.1,30,35,10,3,23.34,6,High,960,1184,Medium
PROJ_3159,Construction,42,2379934.43,35,9.01,17,Waterfall,Senior,3,4,1.08,Initiation,Moderate,0.28,2,Medium,0.0,0.86,0.96,7.29,0.75,Low,0,0.48,0.0,Senior PM,Managed,Limited,Unknown,High,Extreme,Occasional,Formal,Formal,Excellent,4,1.0,294,21,61,6,37.91,10,High,5600,7722,Critical
PROJ_3160,IT,10,624647.24,9,5.05,5,Agile,Junior,1,4,0.94,Closure,Moderate,0.53,4,Low,0.29,0.87,0.16,3.36,0.5,Medium,7,0.98,0.64,Mid-level PM,Optimizing,Limited,Modern/Stable,Medium,Extreme,Occasional,Basic,Advanced,Basic,1,1.1,60,52,31,0,19.4,13,Low,1440,1719,Medium
PROJ_3161,R&D,23,1795543.88,23,9.46,13,Agile,Senior,4,3,8.84,Execution,Moderate,0.22,1,Medium,0.03,0.85,0.35,4.99,0.72,Critical,3,0.76,0.0,Mid-level PM,Managed,Limited,Unknown,Low,High,Occasional,Formal,Basic,Excellent,10,1.0,115,60,69,6,36.24,6,Low,3680,5013,Medium
PROJ_3162,IT,7,595485.7,7,3.61,10,Scrum,Mixed,0,0,2.14,Planning,Volatile,0.52,2,Medium,0.22,1.07,0.2,9.5,0.82,Critical,5,0.96,0.87,Junior PM,Optimizing,Moderate,Mixed,Medium,Stable,Regular,Formal,Advanced,Basic,2,1.0,28,46,12,0,33.4,4,Medium,1120,1494,Medium
PROJ_3163,Manufacturing,4,431120.3,8,3.5,7,Kanban,Senior,0,1,0.19,Closure,Moderate,0.28,3,Poor,0.09,0.97,0.71,5.24,0.72,High,2,0.87,0.0,Junior PM,Ad-hoc,Good,Unknown,High,Moderate,First-time,Unknown,Unknown,Poor,1,1.0,20,55,11,6,5.9,1,Medium,1280,1355,High
PROJ_3164,IT,13,1115659.78,25,10.0,14,Kanban,Junior,2,7,2.0,Closure,Stable,0.6,2,Excellent,0.0,1.14,0.07,4.65,0.89,Low,5,0.97,0.47,Senior PM,Managed,Excellent,Mixed,Medium,High,Occasional,Formal,Formal,Good,4,1.0,52,62,32,1,28.33,4,Low,4000,5133,Low
PROJ_3165,Construction,21,1238691.03,15,4.06,15,Waterfall,Senior,3,1,0.82,Planning,Stable,0.18,1,High,0.0,1.0,0.45,3.17,0.6,Low,0,0.44,0.0,Mid-level PM,Managed,Moderate,Unknown,Low,Stable,Strategic,Unknown,Basic,Excellent,4,1.0,84,97,81,7,17.42,6,Low,2400,2818,Low
PROJ_3166,Manufacturing,23,1177657.86,21,6.39,13,Waterfall,Mixed,2,5,0.83,Planning,Moderate,0.69,0,Medium,0.0,1.08,0.1,3.93,0.35,High,1,0.83,0.0,Senior PM,Defined,Limited,Unknown,Medium,High,Regular,Basic,Formal,Basic,3,1.0,92,89,81,3,10.01,6,Medium,3360,3696,Medium
PROJ_3167,R&D,21,1731056.52,26,9.95,15,Scrum,Expert,3,6,0.63,Closure,Stable,0.42,1,High,0.0,0.85,0.84,1.25,0.56,High,7,0.79,0.0,Mid-level PM,Optimizing,Good,Unknown,Medium,Moderate,Occasional,Advanced,Advanced,Basic,1,1.0,105,22,23,7,27.48,3,Low,4160,5303,Medium
PROJ_3168,IT,11,1010866.8,13,4.69,8,Kanban,Mixed,1,1,0.34,Closure,Moderate,0.24,1,High,0.0,0.6,0.53,2.02,0.33,Low,4,0.67,0.78,Junior PM,Managed,Moderate,Mixed,Medium,Stable,Regular,Formal,Basic,Poor,4,1.0,44,98,43,0,29.71,0,Low,2080,2697,Medium
PROJ_3169,Healthcare,13,709215.15,19,8.71,11,Scrum,Senior,3,5,0.59,Execution,Stable,0.09,1,Low,0.13,0.85,0.34,8.06,0.33,Critical,3,0.85,0.0,Senior PM,Defined,Moderate,Unknown,Medium,Extreme,First-time,Basic,Basic,Basic,3,1.0,65,63,40,6,7.2,5,Low,3040,3258,High
PROJ_3170,IT,14,940154.92,19,8.86,7,Agile,Senior,2,3,2.77,Closure,Moderate,0.17,1,Low,0.14,0.84,0.81,3.47,0.99,Critical,6,0.77,0.14,Senior PM,Defined,Excellent,Legacy/Unstable,Medium,Moderate,First-time,Basic,Unknown,Basic,5,1.0,98,66,64,1,36.58,12,Low,3040,4152,High
PROJ_3171,Construction,24,1390040.09,22,5.4,12,Waterfall,Mixed,1,4,0.4,Initiation,Moderate,0.32,0,Medium,0.0,0.74,0.41,2.91,0.36,Critical,2,0.73,0.0,Junior PM,Managed,Limited,Unknown,High,Moderate,Occasional,Unknown,Basic,Basic,2,1.0,144,13,18,6,30.05,14,High,3520,4577,Critical
PROJ_3172,Healthcare,4,495642.04,6,2.48,4,Agile,Expert,3,1,4.16,Planning,Stable,0.2,1,Poor,0.03,0.74,0.99,1.63,0.47,Critical,0,0.63,0.0,Mid-level PM,Managed,Limited,Unknown,Low,Stable,Strategic,Unknown,Basic,Excellent,1,1.0,24,84,20,7,37.34,13,High,960,1318,Low
PROJ_3173,R&D,13,1237017.01,15,4.85,12,Agile,Senior,2,4,1.71,Monitoring,Moderate,0.19,3,Excellent,0.0,0.95,0.76,1.46,0.64,Medium,3,0.64,0.0,Senior PM,Defined,Poor,Unknown,High,Stable,Occasional,Basic,Basic,Poor,4,1.0,52,58,30,5,12.68,2,Low,2400,2704,Medium
PROJ_3174,Manufacturing,6,853132.81,11,4.53,7,Kanban,Senior,3,3,0.11,Closure,Volatile,0.07,3,Excellent,0.03,1.13,0.93,2.72,0.41,Low,0,0.7,0.0,Mid-level PM,Managed,Good,Unknown,Medium,Moderate,Regular,Formal,Formal,Basic,2,1.0,30,16,4,1,37.57,10,Medium,1760,2421,Medium
PROJ_3175,IT,9,588795.51,11,3.73,7,Agile,Senior,1,3,1.88,Execution,Moderate,0.12,1,Poor,0.0,0.85,0.88,3.77,0.6,Critical,7,0.96,0.03,Mid-level PM,Managed,Limited,Modern/Stable,Low,Stable,First-time,Basic,Basic,Good,4,1.0,54,20,10,3,14.74,4,High,1760,2019,Low
PROJ_3176,IT,5,381464.52,7,2.59,4,Agile,Senior,6,0,2.36,Closure,Stable,0.36,5,High,0.0,1.13,0.9,6.12,0.6,Low,6,0.77,0.76,Certified PM,Managed,Excellent,Modern/Stable,High,Stable,Occasional,Formal,Formal,Excellent,2,1.0,25,63,15,2,2.16,3,Medium,1120,1144,Low
PROJ_3177,Construction,20,1230910.06,16,3.68,15,Waterfall,Mixed,0,3,1.72,Monitoring,Volatile,0.29,2,Low,0.0,0.94,0.46,8.12,0.52,Low,3,0.7,0.0,Mid-level PM,Managed,Limited,Unknown,High,Stable,Occasional,Unknown,Advanced,Basic,6,1.0,100,96,96,3,30.52,14,Medium,2560,3341,Critical
PROJ_3178,Marketing,11,1260875.6,17,6.87,12,Agile,Expert,3,4,1.31,Initiation,Moderate,0.09,1,Excellent,0.01,1.0,0.41,4.5,0.42,Medium,2,0.69,0.0,Senior PM,Optimizing,Excellent,Unknown,Medium,High,Regular,Formal,Advanced,Good,6,1.1,44,54,23,2,28.14,12,High,2720,3485,Low
PROJ_3179,IT,7,716602.27,5,2.61,9,Scrum,Mixed,3,1,0.84,Closure,Moderate,0.41,4,High,0.23,0.67,0.19,9.04,0.82,Critical,3,0.96,0.24,Mid-level PM,Optimizing,Excellent,Modern/Stable,Medium,Stable,Strategic,Advanced,Advanced,Good,1,1.0,42,32,13,1,23.92,1,Medium,800,991,Low
PROJ_3180,R&D,12,1212089.55,18,6.55,13,Agile,Expert,4,5,1.72,Closure,Stable,0.22,0,Excellent,0.0,0.66,0.37,7.91,0.98,Medium,2,0.54,0.0,Certified PM,Defined,Excellent,Unknown,Low,Moderate,Regular,Formal,Formal,Poor,6,1.0,48,37,17,5,19.6,11,Medium,2880,3444,Low
PROJ_3181,Healthcare,4,566453.51,13,6.17,5,Kanban,Junior,4,2,0.64,Planning,Volatile,0.35,2,Excellent,0.16,0.86,0.66,3.64,0.66,Critical,3,0.66,0.0,Junior PM,Optimizing,Excellent,Unknown,Low,Moderate,First-time,Basic,Formal,Good,5,1.0,16,66,10,7,1.29,14,Low,2080,2106,High
PROJ_3182,IT,14,945725.54,13,6.27,13,Agile,Senior,2,2,2.33,Planning,Volatile,0.08,3,Poor,0.17,0.73,0.61,4.48,0.52,Critical,6,0.88,0.26,Mid-level PM,Defined,Moderate,Modern/Stable,Low,Stable,Regular,Basic,Formal,Good,2,1.0,84,35,29,5,24.98,6,Low,2080,2599,Low
PROJ_3183,Construction,29,1672665.31,28,7.02,16,Waterfall,Junior,1,2,3.66,Initiation,Moderate,0.29,3,Excellent,0.0,1.18,0.8,3.03,0.3,Low,6,0.98,0.0,Mid-level PM,Managed,Limited,Unknown,Medium,Extreme,Occasional,Basic,Formal,Good,9,1.0,174,34,59,0,16.67,13,Low,4480,5226,Critical
PROJ_3184,IT,6,874672.63,11,3.94,11,Kanban,Senior,4,3,0.87,Closure,Moderate,0.05,1,High,0.0,1.14,0.12,7.74,0.57,Low,4,0.89,0.51,Senior PM,Managed,Excellent,Mixed,High,Stable,Strategic,Basic,Advanced,Good,1,1.1,42,63,26,5,22.41,4,High,1760,2154,Low
PROJ_3185,IT,13,772921.16,19,9.17,10,Agile,Senior,2,6,0.28,Closure,Moderate,0.22,2,Low,0.17,0.91,0.26,3.95,0.95,Medium,7,0.4,0.22,Senior PM,Ad-hoc,Poor,Legacy/Unstable,Medium,High,First-time,Unknown,Basic,Good,3,1.0,91,38,34,4,17.17,14,Low,3040,3561,Critical
PROJ_3186,Marketing,5,411956.54,8,4.01,4,Agile,Mixed,2,2,1.54,Closure,Moderate,0.59,2,Poor,0.2,0.72,0.88,7.76,0.33,Medium,6,0.55,0.0,Mid-level PM,Managed,Moderate,Unknown,Low,High,First-time,Basic,Formal,Good,3,1.0,25,92,23,1,38.64,13,Medium,1280,1774,High
PROJ_3187,Healthcare,12,802579.49,16,8.1,6,Scrum,Mixed,2,3,0.56,Planning,Moderate,0.2,1,Excellent,0.21,0.65,0.01,8.1,0.35,Low,5,0.82,0.0,Senior PM,Managed,Moderate,Unknown,Medium,High,First-time,Basic,Formal,Good,3,1.0,72,45,32,7,24.16,6,Medium,2560,3178,Medium
PROJ_3188,Construction,37,2105896.27,31,7.25,16,Waterfall,Senior,2,5,2.36,Monitoring,Stable,0.21,1,Medium,0.0,0.9,0.69,7.56,0.56,Critical,3,0.89,0.0,Senior PM,Ad-hoc,Limited,Unknown,Medium,Moderate,Occasional,Basic,Unknown,Basic,14,1.0,259,23,59,7,29.97,8,Medium,4960,6446,High
PROJ_3189,Marketing,18,735574.82,15,4.64,10,Waterfall,Senior,3,4,1.05,Planning,Moderate,0.2,4,Medium,0.0,1.27,0.0,5.39,0.45,Critical,7,0.51,0.0,Senior PM,Ad-hoc,Good,Unknown,Medium,High,Regular,Unknown,Unknown,Basic,4,1.0,90,87,78,0,37.45,3,Medium,2400,3298,High
PROJ_3190,IT,11,1182597.24,17,7.23,10,Scrum,Junior,1,5,1.06,Execution,Moderate,0.45,3,Low,0.06,1.2,0.46,9.06,0.44,Low,6,0.86,0.76,Mid-level PM,Optimizing,Limited,Legacy/Unstable,High,Extreme,Strategic,Advanced,Advanced,Excellent,6,1.0,55,44,24,7,23.66,4,Medium,2720,3363,Critical
PROJ_3191,Healthcare,3,543367.15,5,2.97,10,Scrum,Senior,2,2,2.96,Monitoring,Moderate,0.05,3,High,0.33,1.13,0.4,6.03,0.3,Medium,0,0.86,0.0,Senior PM,Managed,Excellent,Unknown,Low,High,First-time,Formal,Basic,Basic,1,1.0,15,39,5,5,0.48,8,High,800,803,Medium
PROJ_3192,Construction,34,2399378.86,36,9.56,22,Hybrid,Junior,0,4,1.68,Monitoring,Stable,0.62,2,Poor,0.0,0.88,0.87,7.52,0.85,High,4,0.7,0.0,Mid-level PM,Managed,Good,Unknown,Low,Extreme,Occasional,Formal,Basic,Good,4,1.0,238,26,61,1,1.37,12,Medium,5760,5838,Critical
PROJ_3193,Healthcare,9,402809.35,10,4.2,7,Agile,Mixed,0,1,0.78,Initiation,Moderate,0.18,1,Excellent,0.05,1.3,0.55,1.58,0.72,Critical,7,0.69,0.0,Mid-level PM,Managed,Good,Unknown,Low,High,Occasional,Advanced,Basic,Basic,3,1.0,54,76,41,3,28.09,9,High,1600,2049,Medium
